,ID,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,Latitude,Longitude,Clouds,Max Temp,Min Temp,Max Wind Speed,Precipitation
155047,12139529,08-18-2020,048XX S LOOMIS BLVD,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.806392948,-87.660046916,47,23.9,20.0,8.2,0.0
155052,12139015,08-18-2020,134XX S BRANDON AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.651116155,-87.545926938,47,23.9,20.0,8.2,0.0
155071,12139843,08-18-2020,011XX S LAFLIN ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,False,False,41.868219921,-87.664046556,47,23.9,20.0,8.2,0.0
155087,12141007,08-18-2020,001XX N KOSTNER AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.882351979,-87.735529458,47,23.9,20.0,8.2,0.0
155128,12139304,08-18-2020,058XX N SHERIDAN RD,ASSAULT,SIMPLE,APARTMENT,False,False,41.988198299,-87.655327998,47,23.9,20.0,8.2,0.0
155139,12141495,08-18-2020,035XX S COTTAGE GROVE AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,41.830530933,-87.610277459,47,23.9,20.0,8.2,0.0
155154,12141402,08-18-2020,005XX N CENTRAL AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.889741913,-87.765198001,47,23.9,20.0,8.2,0.0
155165,12139892,08-18-2020,046XX S ELLIS AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.810729022,-87.601726053,47,23.9,20.0,8.2,0.0
155174,12139144,08-18-2020,015XX W GARFIELD BLVD,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,True,41.794033403,-87.663924134,47,23.9,20.0,8.2,0.0
155177,12139475,08-18-2020,037XX W LELAND AVE,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,41.966490351,-87.721528172,47,23.9,20.0,8.2,0.0
155178,12140353,08-18-2020,0000X E 69TH ST,ASSAULT,SIMPLE,SIDEWALK,False,False,41.769196961,-87.62270071,47,23.9,20.0,8.2,0.0
155180,12140516,08-18-2020,011XX S LAFLIN ST,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,41.868219921,-87.664046556,47,23.9,20.0,8.2,0.0
155186,12139280,08-18-2020,068XX S LANGLEY AVE,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,41.770620956,-87.608160957,47,23.9,20.0,8.2,0.0
155190,12140908,08-18-2020,073XX N SHERIDAN RD,ASSAULT,SIMPLE,RESIDENCE,False,True,42.015496028,-87.664907538,47,23.9,20.0,8.2,0.0
155261,12139312,08-18-2020,024XX W CERMAK RD,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,41.852023717,-87.686627405,47,23.9,20.0,8.2,0.0
155263,12139377,08-18-2020,102XX S VERNON AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,41.708514886,-87.61258026,47,23.9,20.0,8.2,0.0
155266,12140068,08-18-2020,068XX S COTTAGE GROVE AVE,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.770495687,-87.60570993,47,23.9,20.0,8.2,0.0
155273,12139146,08-18-2020,006XX N CLARK ST,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,41.893646656,-87.631177143,47,23.9,20.0,8.2,0.0
155294,12139189,08-18-2020,010XX W JACKSON BLVD,ASSAULT,SIMPLE,GAS STATION,True,False,41.877858893,-87.652573925,47,23.9,20.0,8.2,0.0
155300,12139045,08-18-2020,114XX S VINCENNES AVE,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,True,41.685608281,-87.667209244,47,23.9,20.0,8.2,0.0
155310,12140356,08-18-2020,080XX S PAULINA ST,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,41.747786457,-87.66580098,47,23.9,20.0,8.2,0.0
155316,12139064,08-18-2020,048XX W FLETCHER ST,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.937899774,-87.748117463,47,23.9,20.0,8.2,0.0
155320,12139782,08-18-2020,065XX W ARCHER AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.792264502,-87.785913184,47,23.9,20.0,8.2,0.0
155321,12140034,08-18-2020,023XX W MADISON ST,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,True,41.881183104,-87.68498211,47,23.9,20.0,8.2,0.0
155323,12138937,08-18-2020,052XX S MORGAN ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.799240504,-87.650142607,47,23.9,20.0,8.2,0.0
155324,12139357,08-18-2020,009XX E MARQUETTE RD,ASSAULT,SIMPLE,RESIDENCE,False,True,41.774993552,-87.602678568,47,23.9,20.0,8.2,0.0
155325,12139645,08-18-2020,086XX S LOOMIS BLVD,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.73698729,-87.658233235,47,23.9,20.0,8.2,0.0
155326,12139294,08-18-2020,009XX E 82ND ST,ASSAULT,SIMPLE,APARTMENT,False,True,41.745827204,-87.602254489,47,23.9,20.0,8.2,0.0
155339,12139576,08-18-2020,042XX W JACKSON BLVD,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,41.877015243,-87.731485006,47,23.9,20.0,8.2,0.0
155353,12139689,08-18-2020,054XX S WENTWORTH AVE,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,41.794893197,-87.630521478,47,23.9,20.0,8.2,0.0
155357,12139804,08-18-2020,023XX N LATROBE AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.922927265,-87.75734147,47,23.9,20.0,8.2,0.0
155367,12139679,08-18-2020,079XX S MARYLAND AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,41.750843608,-87.603952966,47,23.9,20.0,8.2,0.0
155380,12139841,08-18-2020,068XX S DR MARTIN LUTHER KING JR DR,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - YARD (FRONT / BACK),False,False,41.770059771,-87.615374245,47,23.9,20.0,8.2,0.0
155384,12139496,08-18-2020,013XX W 13TH ST,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,41.865191804,-87.660083834,47,23.9,20.0,8.2,0.0
155386,12139518,08-18-2020,093XX S COTTAGE GROVE AVE,ASSAULT,SIMPLE,CTA BUS,False,False,41.725300675,-87.604556978,47,23.9,20.0,8.2,0.0
155408,12142785,08-18-2020,043XX W CERMAK RD,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.851434255,-87.732194685,47,23.9,20.0,8.2,0.0
155422,12142560,08-18-2020,091XX S MACKINAW AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,41.729522608,-87.542881986,47,23.9,20.0,8.2,0.0
155427,12145315,08-18-2020,052XX W CRYSTAL ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - YARD (FRONT / BACK),False,False,41.903147909,-87.756465005,47,23.9,20.0,8.2,0.0
155443,12139445,08-18-2020,002XX W 103RD ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,41.707095328,-87.628834415,47,23.9,20.0,8.2,0.0
155449,12148219,08-18-2020,052XX W POTOMAC AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.904042257,-87.757503893,47,23.9,20.0,8.2,0.0
155514,12027962,04-11-2020,114XX S MAY ST,ASSAULT,SIMPLE,RESIDENCE,False,True,41.685566174,-87.650680237,96,17.8,4.6,8.2,3.0
155526,12028299,04-11-2020,061XX S WABASH AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.782861937,-87.623774464,96,17.8,4.6,8.2,3.0
155545,12028697,04-11-2020,061XX W FULLERTON AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.92376481,-87.779771051,96,17.8,4.6,8.2,3.0
155547,12028207,04-11-2020,050XX S MICHIGAN AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.803365964,-87.622682706,96,17.8,4.6,8.2,3.0
155587,12028405,04-11-2020,028XX S LAWNDALE AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,True,True,41.839965629,-87.717112736,96,17.8,4.6,8.2,3.0
155594,12028328,04-11-2020,016XX N NATCHEZ AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,41.909927981,-87.788292615,96,17.8,4.6,8.2,3.0
155597,12028511,04-11-2020,121XX S INDIANA AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,41.673207966,-87.617674109,96,17.8,4.6,8.2,3.0
155609,12029380,04-11-2020,047XX W IOWA ST,ASSAULT,SIMPLE,RESIDENCE,False,False,41.896894342,-87.744143078,96,17.8,4.6,8.2,3.0
155614,12028130,04-11-2020,016XX E 95TH ST,ASSAULT,SIMPLE,GAS STATION,False,False,41.722352508,-87.584377376,96,17.8,4.6,8.2,3.0
155624,12028177,04-11-2020,027XX W CONGRESS PKWY,ASSAULT,SIMPLE,APARTMENT,False,False,41.87490098,-87.694680396,96,17.8,4.6,8.2,3.0
155664,12028390,04-11-2020,082XX S KEDZIE AVE,ASSAULT,AGGRAVATED - HANDGUN,GAS STATION,False,False,41.743867618,-87.702228253,96,17.8,4.6,8.2,3.0
155674,12028585,04-11-2020,076XX S HALSTED ST,ASSAULT,AGGRAVATED - HANDGUN,GAS STATION,True,False,41.755617231,-87.644169735,96,17.8,4.6,8.2,3.0
155687,12028412,04-11-2020,074XX S PARNELL AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,41.758878753,-87.638461159,96,17.8,4.6,8.2,3.0
155688,12028117,04-11-2020,015XX S SAWYER AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.860203161,-87.706709547,96,17.8,4.6,8.2,3.0
155690,12028384,04-11-2020,024XX S HARDING AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.847213883,-87.723403662,96,17.8,4.6,8.2,3.0
155700,12028167,04-11-2020,014XX S SPRINGFIELD AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,False,41.861570343,-87.722602788,96,17.8,4.6,8.2,3.0
155701,12028673,04-11-2020,015XX E 74TH PL,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,41.759664125,-87.587759158,96,17.8,4.6,8.2,3.0
155709,12028556,04-11-2020,033XX W IRVING PARK RD,ASSAULT,SIMPLE,APARTMENT,False,False,41.95388599,-87.710770479,96,17.8,4.6,8.2,3.0
155710,12028650,04-11-2020,022XX S KOSTNER AVE,ASSAULT,SIMPLE,SIDEWALK,False,True,41.850644857,-87.73447773,96,17.8,4.6,8.2,3.0
155717,12028391,04-11-2020,063XX S DR MARTIN LUTHER KING JR DR,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,41.780025821,-87.615618725,96,17.8,4.6,8.2,3.0
155724,12028397,04-11-2020,045XX N CAMPBELL AVE,ASSAULT,SIMPLE,STREET,False,False,41.963742455,-87.691205386,96,17.8,4.6,8.2,3.0
155731,12028463,04-11-2020,032XX W 66TH PL,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.77259274,-87.703816389,96,17.8,4.6,8.2,3.0
155766,12028669,04-11-2020,058XX S MICHIGAN AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,41.788245343,-87.622299703,96,17.8,4.6,8.2,3.0
155775,12028170,04-11-2020,038XX W 18TH ST,ASSAULT,SIMPLE,APARTMENT,False,True,41.857083414,-87.721558931,96,17.8,4.6,8.2,3.0
155788,12028122,04-11-2020,003XX W OHIO ST,ASSAULT,SIMPLE,STREET,False,False,41.892356214,-87.636476421,96,17.8,4.6,8.2,3.0
155796,12028464,04-11-2020,065XX S WESTERN AVE,ASSAULT,SIMPLE,MEDICAL / DENTAL OFFICE,False,False,41.774831623,-87.683524733,96,17.8,4.6,8.2,3.0
155801,12028205,04-11-2020,073XX S WASHTENAW AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.760389002,-87.690465852,96,17.8,4.6,8.2,3.0
155802,12028738,04-11-2020,074XX N WINCHESTER AVE,ASSAULT,SIMPLE,APARTMENT,False,False,42.017021006,-87.679059408,96,17.8,4.6,8.2,3.0
155807,12027961,04-11-2020,002XX W 47TH ST,ASSAULT,SIMPLE,CTA STATION,False,False,41.809125265,-87.631906508,96,17.8,4.6,8.2,3.0
155815,12028735,04-11-2020,063XX N CLAREMONT AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,41.996515684,-87.688624617,96,17.8,4.6,8.2,3.0
155817,12028277,04-11-2020,046XX S CICERO AVE,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.808543299,-87.743170702,96,17.8,4.6,8.2,3.0
155825,12028283,04-11-2020,004XX W 43RD PL,ASSAULT,SIMPLE,APARTMENT,False,True,41.815402134,-87.637890865,96,17.8,4.6,8.2,3.0
155845,12028352,04-11-2020,103XX S TROY ST,ASSAULT,SIMPLE,SIDEWALK,False,False,41.70521608,-87.700138113,96,17.8,4.6,8.2,3.0
155847,12028103,04-11-2020,084XX S BRANDON AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.742221547,-87.546632305,96,17.8,4.6,8.2,3.0
155859,12028092,04-11-2020,014XX N MILWAUKEE AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.907470043,-87.672920073,96,17.8,4.6,8.2,3.0
155869,12028685,04-11-2020,011XX N STATE ST,ASSAULT,SIMPLE,STREET,False,False,41.90265577,-87.628455651,96,17.8,4.6,8.2,3.0
155879,12028248,04-11-2020,019XX W HOWARD ST,ASSAULT,SIMPLE,STREET,False,False,42.019439727,-87.679733832,96,17.8,4.6,8.2,3.0
155882,12028162,04-11-2020,030XX N LINDER AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,41.93569616,-87.76394501,96,17.8,4.6,8.2,3.0
155884,12028465,04-11-2020,064XX S KEDVALE AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,41.775944054,-87.726352414,96,17.8,4.6,8.2,3.0
155907,12032584,04-11-2020,044XX N CLIFTON AVE,ASSAULT,SIMPLE,ALLEY,False,False,41.962400956,-87.658270931,96,17.8,4.6,8.2,3.0
155941,12044756,04-11-2020,048XX W 63RD ST,ASSAULT,SIMPLE,SIDEWALK,False,False,41.778413417,-87.743109731,96,17.8,4.6,8.2,3.0
155947,12027996,04-11-2020,039XX N KIMBALL AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.953030207,-87.712874285,96,17.8,4.6,8.2,3.0
155948,12061718,04-11-2020,003XX S PEORIA ST,ASSAULT,SIMPLE,APARTMENT,False,False,41.877500741,-87.649566735,96,17.8,4.6,8.2,3.0
155974,12217160,11-10-2020,056XX N NAGLE AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,True,False,41.983865523,-87.78771763,83,22.8,6.7,12.9,10.0
155979,12217299,11-10-2020,071XX S HONORE ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,41.764001379,-87.669862878,83,22.8,6.7,12.9,10.0
155986,12217654,11-10-2020,030XX E 83RD ST,ASSAULT,SIMPLE,STREET,False,True,41.744667949,-87.550831102,83,22.8,6.7,12.9,10.0
155992,12217901,11-10-2020,018XX S LAWNDALE AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.856071543,-87.717593185,83,22.8,6.7,12.9,10.0
156008,12219937,11-10-2020,025XX W DIVISION ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,41.902991231,-87.689797763,83,22.8,6.7,12.9,10.0
156031,12218180,11-10-2020,028XX W WALNUT ST,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,True,True,41.885493105,-87.698023301,83,22.8,6.7,12.9,10.0
156042,12218102,11-10-2020,066XX S COTTAGE GROVE AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESTAURANT,True,False,41.773967711,-87.605788001,83,22.8,6.7,12.9,10.0
156043,12217457,11-10-2020,062XX S STONY ISLAND AVE,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC GROUNDS,False,True,41.78210152,-87.586502002,83,22.8,6.7,12.9,10.0
156044,12217660,11-10-2020,006XX E BOWEN AVE,ASSAULT,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,False,False,41.819426639,-87.610993038,83,22.8,6.7,12.9,10.0
156094,12217926,11-10-2020,003XX S MAPLEWOOD AVE,ASSAULT,SIMPLE,OTHER (SPECIFY),False,True,41.87666728,-87.690076612,83,22.8,6.7,12.9,10.0
156111,12218025,11-10-2020,004XX W 98TH ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,True,True,41.716123586,-87.634585218,83,22.8,6.7,12.9,10.0
156129,12218045,11-10-2020,050XX W DEMING PL,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,True,True,41.926927112,-87.75219387,83,22.8,6.7,12.9,10.0
156131,12217575,11-10-2020,042XX N CICERO AVE,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,41.957462528,-87.747427476,83,22.8,6.7,12.9,10.0
156145,12218019,11-10-2020,010XX N AUSTIN BLVD,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,41.899014681,-87.775264817,83,22.8,6.7,12.9,10.0
156154,12218214,11-10-2020,006XX S DEARBORN ST,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",RESIDENCE,False,False,41.874249283,-87.629208475,83,22.8,6.7,12.9,10.0
156168,12217647,11-10-2020,069XX S CALUMET AVE,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,41.768099092,-87.616932031,83,22.8,6.7,12.9,10.0
156174,12217484,11-10-2020,010XX N LAWNDALE AVE,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,True,41.89991243,-87.718898607,83,22.8,6.7,12.9,10.0
156175,12217725,11-10-2020,001XX W 109TH PL,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,41.695279435,-87.626345365,83,22.8,6.7,12.9,10.0
156180,12217864,11-10-2020,016XX N MILWAUKEE AVE,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,41.910723622,-87.67800053,83,22.8,6.7,12.9,10.0
156183,12217656,11-10-2020,012XX E 46TH ST,ASSAULT,SIMPLE,RESIDENCE,False,False,41.81075787,-87.59593743,83,22.8,6.7,12.9,10.0
156195,12218072,11-10-2020,020XX W 95TH ST,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.72106476,-87.67334871,83,22.8,6.7,12.9,10.0
156202,12218096,11-10-2020,060XX W GEORGE ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.932944569,-87.777563783,83,22.8,6.7,12.9,10.0
156230,12217581,11-10-2020,100XX S FOREST AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,True,41.711839695,-87.616319148,83,22.8,6.7,12.9,10.0
156232,12217841,11-10-2020,050XX S ASHLAND AVE,ASSAULT,SIMPLE,DEPARTMENT STORE,False,False,41.802444274,-87.664804856,83,22.8,6.7,12.9,10.0
156233,12217994,11-10-2020,057XX S PAULINA ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,41.789550079,-87.666900647,83,22.8,6.7,12.9,10.0
156239,12217770,11-10-2020,082XX S RHODES AVE,ASSAULT,SIMPLE,SIDEWALK,True,False,41.745092933,-87.611123293,83,22.8,6.7,12.9,10.0
156250,12218028,11-10-2020,067XX N DOWAGIAC AVE,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,42.003696272,-87.764222117,83,22.8,6.7,12.9,10.0
156251,12218081,11-10-2020,014XX W 114TH PL,ASSAULT,SIMPLE,RESIDENCE,False,True,41.685786715,-87.65734828,83,22.8,6.7,12.9,10.0
156252,12218006,11-10-2020,078XX S STATE ST,ASSAULT,SIMPLE,GAS STATION,True,False,41.751452878,-87.624567581,83,22.8,6.7,12.9,10.0
156289,12218255,11-10-2020,059XX W MADISON ST,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,CTA BUS STOP,False,False,41.880100045,-87.773872454,83,22.8,6.7,12.9,10.0
156313,12217851,11-10-2020,030XX N PARKSIDE AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.935867997,-87.767618778,83,22.8,6.7,12.9,10.0
156321,12218140,11-10-2020,082XX S PRAIRIE AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.74490536,-87.617988762,83,22.8,6.7,12.9,10.0
156322,12217567,11-10-2020,047XX N KILBOURN AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.967228591,-87.741428903,83,22.8,6.7,12.9,10.0
156324,12218007,11-10-2020,053XX S COTTAGE GROVE AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,41.798159128,-87.606306599,83,22.8,6.7,12.9,10.0
156325,12218332,11-10-2020,071XX W GRAND AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.923854748,-87.805275727,83,22.8,6.7,12.9,10.0
156327,12217642,11-10-2020,008XX W IRVING PARK RD,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,41.954535555,-87.651221802,83,22.8,6.7,12.9,10.0
156341,12217618,11-10-2020,004XX E 41ST ST,ASSAULT,SIMPLE,SIDEWALK,False,False,41.820248497,-87.616020877,83,22.8,6.7,12.9,10.0
156361,12217140,11-10-2020,052XX S RACINE AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,41.798890504,-87.654987357,83,22.8,6.7,12.9,10.0
156364,12217667,11-10-2020,077XX S CORNELL AVE,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,41.754535659,-87.584479776,83,22.8,6.7,12.9,10.0
156377,12217375,11-10-2020,009XX E 84TH ST,ASSAULT,SIMPLE,RESIDENCE,False,True,41.742168742,-87.601775672,83,22.8,6.7,12.9,10.0
156388,12219214,11-10-2020,053XX W MONROE ST,ASSAULT,SIMPLE,APARTMENT,False,False,41.879334552,-87.758346342,83,22.8,6.7,12.9,10.0
156438,12218395,11-10-2020,014XX N CALIFORNIA AVE,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.90703235,-87.696979547,83,22.8,6.7,12.9,10.0
156473,12219968,11-10-2020,006XX W BELMONT AVE,ASSAULT,SIMPLE,LIBRARY,False,False,41.940020537,-87.645554487,83,22.8,6.7,12.9,10.0
156562,11945186,01-08-2020,001XX W 95TH ST,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,False,41.721670233,-87.627909657,29,-0.6,-8.3,8.2,0.0
156607,11946141,01-08-2020,097XX S HOUSTON AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.718512042,-87.549635726,29,-0.6,-8.3,8.2,0.0
156609,11945893,01-08-2020,029XX W HARRISON ST,ASSAULT,SIMPLE,RESIDENCE,False,False,41.873765737,-87.699296047,29,-0.6,-8.3,8.2,0.0
156622,11948432,01-08-2020,070XX S MERRILL AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.766829259,-87.572654511,29,-0.6,-8.3,8.2,0.0
156635,11945863,01-08-2020,071XX S SOUTH SHORE DR,ASSAULT,SIMPLE,RESIDENCE,False,True,41.766161865,-87.562692028,29,-0.6,-8.3,8.2,0.0
156644,11945807,01-08-2020,009XX W EASTWOOD AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.966393303,-87.653540556,29,-0.6,-8.3,8.2,0.0
156645,11945086,01-08-2020,021XX S INDIANA AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.853676611,-87.622239838,29,-0.6,-8.3,8.2,0.0
156669,11945158,01-08-2020,019XX N SAWYER AVE,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,False,True,41.916039752,-87.708625319,29,-0.6,-8.3,8.2,0.0
156675,11945461,01-08-2020,035XX E 114TH ST,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,41.688218178,-87.537357913,29,-0.6,-8.3,8.2,0.0
156677,11945418,01-08-2020,021XX W MONROE ST,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,41.879955866,-87.680040875,29,-0.6,-8.3,8.2,0.0
156683,11945914,01-08-2020,001XX N WOOD ST,ASSAULT,SIMPLE,RESIDENCE,False,False,41.883811077,-87.671812366,29,-0.6,-8.3,8.2,0.0
156686,11945675,01-08-2020,016XX E 74TH PL,ASSAULT,SIMPLE,ALLEY,False,False,41.759691138,-87.584738713,29,-0.6,-8.3,8.2,0.0
156687,11945909,01-08-2020,005XX E 35TH ST,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, GROUNDS",False,False,41.831203853,-87.612552184,29,-0.6,-8.3,8.2,0.0
156701,11945657,01-08-2020,013XX S SPAULDING AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.86370652,-87.708026326,29,-0.6,-8.3,8.2,0.0
156729,11947508,01-08-2020,066XX S FAIRFIELD AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.77276892,-87.692006596,29,-0.6,-8.3,8.2,0.0
156742,11947160,01-08-2020,021XX W DEVON AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.997839119,-87.683402001,29,-0.6,-8.3,8.2,0.0
156747,11946829,01-08-2020,049XX S PRAIRIE AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.804775828,-87.619472488,29,-0.6,-8.3,8.2,0.0
156752,11945620,01-08-2020,073XX S DORCHESTER AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.761915482,-87.590885285,29,-0.6,-8.3,8.2,0.0
156788,11945446,01-08-2020,003XX E 61ST ST,ASSAULT,SIMPLE,CONVENIENCE STORE,True,False,41.783870445,-87.616477831,29,-0.6,-8.3,8.2,0.0
156797,11945913,01-08-2020,014XX S HOMAN AVE,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,False,41.861699701,-87.710410029,29,-0.6,-8.3,8.2,0.0
156805,11946134,01-08-2020,012XX W RANDOLPH ST,ASSAULT,SIMPLE,RESTAURANT,False,True,41.884350397,-87.656985264,29,-0.6,-8.3,8.2,0.0
156807,11946801,01-08-2020,017XX W 66TH ST,ASSAULT,SIMPLE,RESIDENCE,False,False,41.773972137,-87.667142585,29,-0.6,-8.3,8.2,0.0
156811,11945099,01-08-2020,075XX N SHERIDAN RD,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CONVENIENCE STORE,False,False,42.018734342,-87.66588196,29,-0.6,-8.3,8.2,0.0
156827,11945590,01-08-2020,055XX S UNION AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.793482429,-87.642704458,29,-0.6,-8.3,8.2,0.0
156836,11945422,01-08-2020,031XX W WALNUT ST,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,41.885413657,-87.705031022,29,-0.6,-8.3,8.2,0.0
156839,11947065,01-08-2020,069XX S EAST END AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.768756929,-87.582848114,29,-0.6,-8.3,8.2,0.0
